지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),최고해면기압 나타난날(yyyymmdd),최저해면기압 나타난날(yyyymmdd),평균수증기압(hPa),최고수증기압(hPa),최저수증기압(hPa),최고수증기압 나타난날(yyyymmdd),최저수증기압 나타난날(yyyymmdd),평균이슬점온도(°C),평균상대습도(%),최소상대습도(%),최소상대습도 나타난날(yyyymmdd),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),소형총증발량(mm),소형일최대증발량(mm),대형총증발량(mm),대형일최대증발량(mm),소형일최대증발량 나타난날(yyyymmdd),대형일최대증발량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd),평균 최저초상온도(°C),최저초상온도(°C),최저초상온도 나타난날(yyyymmdd),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C),0.2m평균지중온도(°C),0.3m평균지중온도(°C),0.5m평균지중온도(°C),1.0m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C),5.0m평균지중온도(°C)
273,문경,2021-04,12.9,19.1,6.5,28,.1,20210422,20210405,997.4,1018,1033.6,997.2,20210410,20210430,7.7,16.3,3.2,20210403,20210414,2.7,54,15,20210422,90.8,43.2,7.5,2.3,20210403,20210403,20210403,,,,,,,2.1,8.2,16.5,110,290,20210401,20210417,290,5.2,2.4,221.2,56.09,,,,,,,1,-5.3,20210405,15.8,,,,,,,,,
273,문경,2021-05,15.9,21.6,10.2,28.8,2.9,20210514,20210506,988.6,1008.8,1020.1,997.3,20210503,20210516,12.7,25.5,4.9,20210516,20210505,9.8,71,19,20210503,178.4,74.1,19.8,7.3,20210516,20210516,20210516,,,,,,,1.7,7.8,17.2,270,270,20210509,20210509,290,5.6,2.7,196.5,44.85,,,,,,,6,-1.5,20210506,18.9,,,,,,,,,
273,문경,2021-06,21.3,26.8,16.6,30.7,9.5,20210613,20210605,987.8,1007.6,1017,998.1,20210609,20210619,19.5,26.1,10.9,20210613,20210604,17,79,35,20210620,86.5,25.2,21.5,8.8,20210603,20210622,20210622,,,,,,,1.2,5.6,9.7,110,140,20210616,20210616,320,6.3,3.2,184.1,41.92,,,,,,,13.1,5.1,20210605,24.9,,,,,,,,,
273,문경,2021-07,25.3,30.7,21.2,33.9,18.4,20210731,20210702,988.7,1008.2,1016.3,998,20210716,20210731,26.8,33.8,19.2,20210731,20210702,22.2,85,45,20210728,332.7,74.3,42.2,13.8,20210708,20210708,20210718,,,,,,,1.1,9,15.2,320,320,20210711,20210711,320,6.5,3,207.9,46.59,,,,,,,19,14.9,20210703,29.9,,,,,,,,,
273,문경,2021-08,23.6,28.4,20.3,34.7,17.2,20210801,20210828,988.8,1008.5,1016.9,997.8,20210831,20210801,25.4,33.2,18.9,20210805,20210828,21.3,88,50,20210811,272.8,49.3,18.2,11,20210821,20210808,20210810,,,,,,,.9,6.2,11.1,90,290,20210801,20210806,320,7.7,4.1,107,25.51,,,,,,,18.9,15.2,20210830,26.9,,,,,,,,,
273,문경,2021-09,19.9,25.1,16,29,13,20210911,20210916,993.8,1013.8,1024.9,1003.8,20210925,20210921,19.9,26,14.9,20210912,20210923,17.3,87,48,20210919,199.2,69,26.2,7.1,20210901,20210901,20210901,,,,,,,1.2,5.4,12.7,290,340,20210908,20210923,320,6.7,3.7,139.7,37.49,,,,,,,12.8,8.6,20210916,23,,,,,,,,,
273,문경,2021-10,14,20.3,9.1,28.4,-.9,20211010,20211018,1000.4,1021,1030.1,1005.9,20211023,20211001,13.5,25.2,3.4,20211010,20211017,10.2,81,26,20211017,36.7,12.3,2.8,1,20211011,20211016,20211011,,,,,,,1.2,6.4,11.9,290,320,20211016,20211011,290,4.8,2.9,177.9,50.99,,,,,,,5.1,-5.4,20211018,16.9,,,,,,,,,
273,문경,2021-11,7.5,13.5,2.4,20.4,-4.8,20211107,20211128,998.1,1019.2,1036.9,1005.7,20211128,20211130,7.3,13.9,2.8,20211108,20211123,1.8,69,22,20211116,36.5,19.3,,,20211130,,,,,,,,,1.9,9.5,16.5,290,270,20211122,20211130,290,4.2,1.8,174.7,56.85,,,,,,,-2.7,-11.5,20211128,8.2,,,,,,,,,
273,문경,2021-12,1.1,6.5,-4.1,13.6,-14.3,20211207,20211226,1002.4,1024.1,1034.6,1011.4,20211226,20211201,4.3,9.5,.8,20211210,20211226,-6.4,60,18,20211225,2.5,1,,,20211219,,,,,,,,,2.4,9,18.6,290,290,20211229,20211217,290,3.2,1.5,111.9,37.11,,,,,,,-9.3,-16.7,20211231,1.2,,,,,,,,,
273,문경,2022-01,-1.2,4.2,-6.5,11.8,-11.6,20220123,20220121,1002.1,1024,1033.1,1013.2,20220121,20220111,2.9,6.5,1.2,20220125,20220101,-10.8,51,14,20220107,3,1.4,,,20220125,,,,,,,,,2.1,7.8,16.8,290,250,20220111,20220113,290,3.1,1.3,197.7,63.84,,,,,,,-12.5,-18.6,20220121,-1,,,,,,,,,
273,문경,2022-02,-.6,4.8,-5.8,13.5,-12.4,20220228,20220218,1002.8,1024.7,1034.3,1011.9,20220218,20220226,2.8,7.4,1.1,20220226,20220223,-11.1,48,17,20220224,1.9,1.6,,,20220226,,,,,,,,,2.8,10,16.6,290,270,20220215,20220204,290,3.9,1,221.8,72.94,,,,,,,-11.3,-18.7,20220218,.7,,,,,,,,,
273,문경,2022-03,7.4,13.5,1.3,19.9,-4.7,20220316,20220307,995.9,1016.9,1028.8,995.5,20220331,20220326,6.5,15.3,1.5,20220313,20220306,-.6,62,14,20220310,133.6,43.3,,,20220313,,,,,,,,,2,9.5,20.1,270,270,20220305,20220305,290,5.1,2.3,184.6,49.76,,,,,,,-3.4,-11.5,20220307,8,,,,,,,,,
273,문경,2022-04,14.2,21.3,6.8,29.5,0,20220412,20220402,995.7,1016.2,1031.3,999.9,20220401,20220426,8.4,19.2,3,20220426,20220405,3.4,54,13,20220405,68.3,30.1,9,1.8,20220426,20220426,20220426,,,,,,,1.9,6.4,13,290,250,20220407,20220407,290,4.3,1.9,247.6,62.81,,,,,,,1.9,-6.5,20220402,16,,,,,,,,,
273,문경,2022-05,18.4,25.2,11,31.4,3.4,20220524,20220503,991.4,1011.5,1022.1,998,20220508,20220527,10.8,18.2,4.4,20220530,20220501,7.6,53,19,20220514,5,2.3,2.1,.9,20220526,20220526,20220526,,,,,,,1.8,7.1,15.1,320,320,20220517,20220517,290,3.8,1.6,300.8,68.69,,,,,,,4.6,-2.5,20220503,24.9,,,,,,,,,
273,문경,2022-06,22.1,27.9,17,34.7,9.7,20220621,20220607,987.4,1007,1015.4,993,20220612,20220624,20.1,33,6.7,20220630,20220601,17,77,16,20220601,95.9,18,6.5,4,20220623,20220623,20220623,,,,,,,1.3,6.6,13.4,110,250,20220613,20220625,290,5.9,3.3,190.3,43.33,,,,,,,13.4,4.7,20220602,26.5,,,,,,,,,
273,문경,2022-07,25.6,30.3,21.9,34.5,19.5,20220710,20220717,986,1005.4,1015.3,996.7,20220701,20220716,26.8,33.4,20.6,20220707,20220702,22.2,83,35,20220702,216.5,52.1,29.8,13.5,20220710,20220710,20220731,,,,,,,1.2,6.5,11.3,290,290,20220716,20220716,290,6.6,4.1,149.3,33.46,,,,,,,20.6,18,20220715,28.4,,,,,,,,,
273,문경,2022-08,24.5,28.7,21.2,34,12.8,20220807,20220828,987.3,1006.9,1017.1,998.8,20220829,20220815,26.7,35,10.9,20220807,20220827,21.9,87,31,20220827,338.6,115.2,28.3,9.3,20220810,20220810,20220810,,,,,,,1,4.9,10.2,290,290,20220825,20220825,320,7.3,3.7,122.2,29.12,,,,,,,19.7,9.6,20220828,26.7,,,,,,,,,
273,문경,2022-09,19.9,25.9,15.3,31.8,8.9,20220918,20220922,993.2,1013.1,1019.9,990.4,20220910,20220906,18.7,30.9,8.5,20220918,20220924,16,81,35,20220924,78.1,40.1,8.9,2.4,20220906,20220906,20220906,,,,,,,1.4,10.2,20.1,320,320,20220906,20220906,320,6.6,2.9,156.9,42.08,,,,,,,13,5.9,20220922,22.2,,,,,,,,,
273,문경,2022-10,13,19.5,7.7,28.5,.4,20221001,20221020,1000.6,1021.3,1030.7,1007.3,20221026,20221004,11.5,25.2,4.1,20221004,20221017,8.2,76,22,20221017,59,38.2,12.7,4.3,20221004,20221004,20221004,,,,,,,1.5,8,13.8,290,290,20221010,20221010,290,5.2,3,199,56.97,,,,,,,3.9,-4.2,20221020,14.9,,,,,,,,,
273,문경,2022-11,8.5,15.5,2.4,20.1,-5.9,20221101,20221130,999.9,1021,1032.8,1008,20221130,20221129,7.7,17.9,1.2,20221113,20221130,2.1,68,15,20221105,31.6,12.4,,,20221129,,,,,,,,,1.6,8.1,14.3,290,270,20221130,20221126,290,3.9,1.7,188.9,61.43,,,,,,,-2.9,-10.4,20221130,8.6,,,,,,,,,
273,문경,2022-12,-2.2,2.6,-6.9,10.6,-13.3,20221208,20221224,1002.1,1024.1,1033.2,1006.2,20221230,20221222,3.1,6.2,1.1,20221212,20221201,-9.9,58,14,20221205,10.3,5.4,,,20221221,,,,,,,,,2.3,8.4,20.1,270,270,20221223,20221213,290,4.3,1.7,159.5,52.88,,,,,,,-11.7,-18,20221218,-.6,,,,,,,,,
273,문경,2023-01,-1.4,4.1,-6.6,11.8,-17.3,20230111,20230125,1002,1023.9,1032.6,1008.2,20230125,20230113,3.5,12.3,.6,20230114,20230124,-9.1,60,16,20230111,30.9,19.2,,,20230113,,,,,,,,,2.2,8.9,18,290,320,20230124,20230120,290,3.4,1.5,188.6,60.94,,,,,,,-12.2,-20.3,20230125,-.8,,,,,,,,,
273,문경,2023-02,2.4,8.2,-3.1,15.6,-8.2,20230227,20230222,1003.2,1024.8,1037.5,1013.7,20230226,20230201,3.9,7.9,1.4,20230210,20230203,-6.7,55,10,20230227,7,6.2,,,20230210,,,,,,,,,2,8,14.6,290,290,20230201,20230220,290,3.8,1.8,182.6,60.14,,,,,,,-10.5,-14.9,20230221,2.4,,,,,,,,,
273,문경,2023-03,9.8,17.3,2.1,24.5,-2.9,20230331,20230303,998.5,1019.4,1030.6,1003.9,20230305,20230323,5.7,17.5,1.6,20230323,20230316,-2.4,48,8,20230321,31.7,21.1,,,20230323,,,,,,,,,2,8.6,16.6,290,250,20230312,20230313,290,3.6,1.8,239.9,64.7,,,,,,,-4.3,-12.5,20230303,10.4,,,,,,,,,
273,문경,2023-04,12.6,19.3,5.8,26.2,.5,20230420,20230413,993.9,1014.5,1026.2,1001.6,20230424,20230416,8.6,17.8,2,20230429,20230412,3.7,61,11,20230412,63.4,35,3.7,1,20230405,20230429,20230429,,,,,,,1.9,8.1,16.7,290,360,20230408,20230408,290,4.9,2.7,198,50.27,,,,,,,1.7,-5.2,20230409,15.4,,,,,,,,,
273,문경,2023-05,17.8,24.1,11.3,31.9,3.1,20230516,20230508,992.6,1012.7,1024.9,999.9,20230502,20230506,13.2,24.9,5.6,20230529,20230501,10.5,67,19,20230510,173.7,74.3,10.6,3.5,20230505,20230505,20230505,,,,,,,1.5,7.1,11.1,290,270,20230512,20230501,290,5.6,2.8,215.4,49.2,,,,,,,9,.8,20230502,22,,,,,,,,,
273,문경,2023-06,22.4,28,17.4,32.7,13,20230618,20230601,986.7,1006.4,1015.1,997.2,20230624,20230629,19.7,31.1,9.3,20230630,20230603,16.9,75,27,20230604,231,105,34.2,10.1,20230626,20230626,20230626,,,,,,,1.4,5.9,10.4,290,320,20230603,20230611,290,5.8,2.4,219.9,50.07,,,,,,,15.7,10.8,20230604,27.8,,,,,,,,,
273,문경,2023-07,25.1,29.7,21.8,34.1,16.9,20230730,20230707,987.9,1007.4,1016.8,992,20230726,20230705,28.1,35.4,19.4,20230727,20230707,22.9,90,44,20230706,728.1,189.8,46.7,15,20230714,20230710,20230723,,,,,,,1,6.2,12.1,320,320,20230726,20230726,110,6.9,3.9,137.7,30.85,,,,,,,21.8,16.9,20230707,27.3,,,,,,,,,
273,문경,2023-08,26,30.9,22.3,35.2,19.1,20230806,20230831,985.7,1005.1,1012.4,985.8,20230801,20230810,28.2,36.5,21.4,20230820,20230831,23,85,49,20230825,264.1,95.3,34.1,16.6,20230810,20230820,20230829,,,,,,,1.1,10.5,19.9,290,320,20230810,20230810,320,6.5,3.7,174.9,41.66,,,,,,,21.8,16.6,20230831,28.7,,,,,,,,,
273,문경,2023-09,21.7,26.6,18,30.9,12.7,20230904,20230924,992.9,1012.7,1022.3,1005.8,20230924,20230921,22.3,30.7,14.5,20230904,20230924,19.1,87,45,20230924,259.5,101.6,20.9,10.5,20230920,20230913,20230913,,,,,,,.9,5.6,8.5,110,90,20230924,20230924,320,6.3,3.5,162.3,43.51,,,,,,,16.6,10.7,20230924,24.4,,,,,,,,,
273,문경,2023-10,13.7,20.7,7.8,23.3,2.6,20231031,20231021,997.8,1018.3,1027,1006.7,20231012,20231014,11.4,17.5,5,20231019,20231020,8.6,75,19,20231031,8.3,6,3.1,1.2,20231019,20231019,20231019,,,,,,,1.4,6.6,12.9,290,290,20231005,20231005,290,4.2,1.3,219.6,62.83,,,,,,,3.6,-1.7,20231021,15.1,,,,,,,,,
273,문경,2023-11,6.9,12.7,1.4,27.1,-6.3,20231102,20231125,999.6,1020.8,1034.7,1002.2,20231125,20231106,6.9,21,1.4,20231106,20231125,-.4,63,13,20231125,36.4,13.4,,,20231105,,,,,,,,,2.1,9.2,18.9,290,290,20231129,20231107,290,3.3,1.7,181.2,58.89,,,,,,,-2.8,-12,20231125,7,,,,,,,,,
273,문경,2023-12,1.2,5.9,-3.3,16.4,-12.7,20231209,20231222,1002.4,1024.1,1038.3,1006.3,20231223,20231206,5.1,12.7,1.1,20231211,20231222,-4.4,69,21,20231204,108.6,37.4,,,20231215,,,,,,,,,1.8,9.2,19,290,270,20231231,20231216,290,4.1,2.3,135.6,44.95,,,,,,,-7.4,-15.2,20231223,1.8,,,,,,,,,
273,문경,2024-01,0,4.5,-4.3,13.5,-12.6,20240131,20240123,1002.6,1024.4,1034.6,1015,20240116,20240111,4.1,9.2,1.3,20240118,20240124,-6.5,65,17,20240108,25.2,7.7,,,20240120,,,,,,,,,2.1,7.4,15.9,290,340,20240123,20240122,290,3.5,2,165.2,53.43,,,,,,,-8.5,-14.8,20240125,-.1,,,,,,,,,
273,문경,2024-02,3.3,7.8,-.7,16.2,-5.1,20240213,20240208,1002.7,1024.2,1033.3,1008,20240223,20240219,6.1,15.4,3,20240219,20240210,-.7,77,26,20240212,109.3,27.3,,,20240219,,,,,,,,,1.6,9.3,13.9,290,320,20240215,20240215,290,6.4,4.9,97.8,31.07,,,,,,,-4,-10.4,20240208,3.4,,,,,,,,,
273,문경,2024-03,6.6,12.4,.7,21.2,-9.7,20240323,20240302,996.5,1017.6,1029.4,1002.7,20240310,20240329,5.7,12.3,1.2,20240323,20240301,-2,59,13,20240318,57.4,21,,,20240328,,,,,,,,,2.1,8.2,16.1,290,270,20240317,20240308,290,4.2,2.1,197.7,53.2,,,,,,,-3.1,-13.5,20240302,7.7,,,,,,,,,
273,문경,2024-04,15.4,21.7,9.1,28.1,4.4,20240427,20240410,992.9,1013.2,1028.2,1003.3,20240410,20240430,10.6,16.6,4.1,20240430,20240401,7.3,64,16,20240418,75.6,23,7.3,2.5,20240415,20240415,20240415,,,,,,,1.6,6.2,12.8,110,250,20240423,20240416,290,5.3,2.5,202.2,51.25,,,,,,,5,-.9,20240401,17.5,,,,,,,,,
273,문경,2024-05,17.6,24.4,10.9,29.6,5,20240519,20240502,992.3,1012.4,1021.5,999.1,20240521,20240527,12.7,22.2,6.5,20240527,20240503,10.1,66,17,20240503,151.9,48.7,14.5,3.8,20240505,20240526,20240526,,,,,,,1.6,7.9,17,290,270,20240516,20240516,290,4,2.2,263.8,60.19,,,,,,,7.2,.4,20240502,22.3,,,,,,,,,
273,문경,2024-06,22.9,29,17,35,11.1,20240619,20240604,987.3,1007,1019.5,995.3,20240605,20240622,18.4,29.7,10.5,20240630,20240602,15.9,68,22,20240612,116.1,65.5,23.8,7.1,20240629,20240629,20240615,,,,,,,1.4,6,11.4,320,290,20240602,20240602,290,4.7,1.7,259.5,59.08,,,,,,,13.2,7.4,20240604,29,,,,,,,,,
273,문경,2024-07,25.8,29.8,22.6,33.6,20.2,20240728,20240710,987,1006.4,1016.7,998,20240727,20240710,28.3,35.9,21.3,20240724,20240701,23.1,87,44,20240701,435.5,107.1,26.7,15.6,20240708,20240710,20240724,,,,,,,1.1,5.8,10.8,290,270,20240708,20240708,290,6.8,4.6,119.6,26.83,,,,,,,21.3,17.4,20240701,27.9,,,,,,,,,
273,문경,2024-08,27.1,32.6,22.8,35.3,18.8,20240804,20240828,987.6,1006.9,1011.9,1001.6,20240817,20240811,29.1,35.9,22,20240821,20240828,23.5,82,47,20240815,95.9,39.8,22.5,15.6,20240805,20240805,20240826,,,,,,,1,7.6,15,320,320,20240805,20240805,320,4.3,2.3,242.6,57.86,,,,,,,21.2,16.8,20240831,31.8,,,,,,,,,
273,문경,2024-09,23.6,29.1,19.7,34,11.5,20240917,20240924,993.3,1013,1022.3,1003.5,20240929,20240914,24.6,34.8,13.5,20240917,20240924,20.5,85,43,20240910,190.8,102.5,38,10,20240921,20240911,20240911,,,,,,,.9,5.1,10.2,320,340,20240918,20240918,320,6,4.1,163.8,44.01,,,,,,,17.5,7.6,20240930,27.2,,,,,,,,,
273,문경,2024-10,14.8,20.4,10.4,24.1,4.9,20241012,20241025,999.3,1019.8,1033.6,1008.8,20241020,20241001,14.3,23.4,7.4,20241019,20241002,11.9,85,32,20241002,100.8,31.2,12,6.5,20241018,20241018,20241018,,,,,,,1.2,7.2,13.3,290,290,20241023,20241023,290,5.8,3.8,136.1,39.03,,,,,,,7,.8,20241025,17,,,,,,,,,
273,문경,2024-11,8.8,14.7,3.7,22.9,-3.7,20241102,20241119,1000.5,1021.5,1034.4,1008.6,20241119,20241128,8.7,17.4,2.1,20241102,20241118,3.8,74,20,20241118,37,20.5,,,20241126,,,,,,,,,1.7,7,15.1,290,290,20241130,20241126,290,4.3,2.6,166.6,54.23,,,,,,,-.1,-7.2,20241123,9.4,,,,,,,,,
273,문경,2024-12,1.3,5.8,-3,15.5,-6.7,20241202,20241222,1000.7,1022.4,1031.3,1013,20241219,20241202,3.8,10.2,1.6,20241202,20241227,-7.1,56,20,20241231,4.5,2.7,,,20241221,,,,,,,,,2.5,8.2,16.3,290,320,20241228,20241228,290,3.8,1.9,177.7,58.94,,,,,,,-7.3,-11.4,20241219,1.5,,,,,,,,,
273,문경,2025-01,-.6,4.3,-5.3,10.8,-14.2,20250123,20250110,1001.5,1023.3,1032.9,1012.9,20250110,20250128,3.5,6.4,.9,20250127,20250109,-8.2,60,14,20250102,15.9,10.1,,,20250127,,,,,,,,,2,8.6,17.4,290,270,20250128,20250109,290,3.8,2.5,166.7,53.81,,,,,,,-9.5,-17,20250110,-.2,,,,,,,,,
273,문경,2025-02,-1,4.4,-6.1,16.2,-12.2,20250228,20250208,1001.3,1023.2,1032.6,1010.1,20250222,20250212,3,7.3,1.1,20250202,20250206,-10.5,52,12,20250227,7.8,5.4,,,20250212,,,,,,,,,2.9,8.1,18.7,290,290,20250207,20250207,290,2.3,1.1,227.7,74.83,,,,,,,-9.9,-16.5,20250208,.5,,,,,,,,,
273,문경,2025-03,7.5,13.5,1.6,26.6,-2.7,20250325,20250307,996.8,1017.9,1031.4,992.5,20250309,20250325,5.7,17.6,1.8,20250327,20250330,-1.7,58,14,20250323,40.8,23,,,20250303,,,,,,,,,2.1,9.7,16.8,290,320,20250327,20250325,290,4.9,2.7,197.4,53.16,,,,,,,-2.8,-8,20250307,7.8,,,,,,,,,
273,문경,2025-04,13.4,20.2,6.4,28.2,-.8,20250430,20250414,990.5,1011,1025.2,996.5,20250401,20250414,8.6,20.1,2.7,20250419,20250425,3.5,57,14,20250425,71.6,30.5,5.6,1.9,20250422,20250412,20250405,,,,,,,2,10.7,17.7,290,270,20250413,20250413,290,3.9,1.8,246.3,62.45,,,,,,,2.1,-5.6,20250401,16,,,,,,,,,
273,문경,2025-05,16.5,22.8,10.4,32.3,3.8,20250520,20250505,990.4,1010.7,1019.6,995.8,20250527,20250510,13.3,26.4,5,20250521,20250504,10.6,72,20,20250504,106.3,29.1,9.2,3.1,20250509,20250501,20250501,,,,,,,1.5,6.7,12.6,290,290,20250504,20250511,290,5.1,3,201.1,45.9,,,,,,,6.9,-.5,20250505,20.3,,,,,,,,,
273,문경,2025-06,23,28.8,17.7,34,12.3,20250629,20250605,987,1006.7,1015.7,995.4,20250613,20250616,20.4,32.4,7.5,20250629,20250603,17.3,74,23,20250604,221,73,19.2,6.2,20250621,20250621,20250621,,,,,,,1.3,8.7,16.4,290,290,20250604,20250604,290,5.7,2.6,198.1,45.1,,,,,,,14.8,6.1,20250605,27.8,,,,,,,,,
273,문경,2025-07,26.4,31.7,21.8,35.9,17.5,20250707,20250712,987.6,1007.1,1015.2,991,20250722,20250714,26.8,34.4,13.4,20250707,20250710,22.1,80,34,20250711,195.3,89.1,15.7,8.1,20250717,20250717,20250719,,,,,,,1.2,4.6,9.3,110,320,20250711,20250714,320,4.6,2.5,242.7,54.4,,,,,,,19.1,12.6,20250712,32.2,,,,,,,,,
273,문경,2025-08,26.6,32.2,22.3,35.4,18.1,20250802,20250810,989.1,1008.5,1015.9,998.4,20250818,20250804,28.2,37.8,20.9,20250804,20250810,23,83,42,20250827,70.1,20.3,9,5.9,20250804,20250803,20250826,,,,,,,1,4.7,8.4,290,320,20250807,20250814,320,5.3,2.5,214.8,51.22,,,,,,,20,16,20250810,30.7,,,,,,,,,
273,문경,2025-09,21.9,27.2,18.1,33.1,13.8,20250901,20250930,993.2,1013.1,1022.6,1003.6,20250922,20250901,22.7,31.5,15.9,20250913,20250930,19.3,87,40,20250911,196.2,48.1,22.1,20.3,20250920,20250901,20250901,,,,,,,1,6,13.3,320,290,20250901,20250901,320,7.3,4.5,115.8,31.09,,,,,,,15.7,10.9,20250930,24.8,,,,,,,,,
273,문경,2025-10,15.6,20,12.3,26.5,.2,20251011,20251029,999.4,1019.9,1032.3,1009.9,20251029,20251011,16,24.7,2.7,20251005,20251028,13.1,87,17,20251028,246.4,61,14.7,4.3,20251013,20251016,20251013,,,,,,,1,6.1,12.4,270,290,20251027,20251027,320,7.1,5.1,87.3,25.02,,,,,,,10.1,-3.3,20251029,17.5,,,,,,,,,
273,문경,2025-11,7.6,14,1.8,19.4,-4.9,20251106,20251129,1000.5,1021.7,1030,1010.2,20251103,20251101,6.8,13.5,2.2,20251109,20251117,.7,66,16,20251110,19.8,9.7,,,20251125,,,,,,,,,1.8,8.4,16.1,290,270,20251110,20251102,290,2.5,1.2,215,69.96,,,,,,,-2.4,-8.6,20251129,7.3,,,,,,,,,
273,문경,2025-12,1.2,6,-3.6,14.2,-10.5,20251207,20251226,1001.6,1023.3,1033.6,1014.4,20251222,20251201,4.3,11.6,.9,20251220,20251226,-6.1,62,12,20251208,17.5,4.8,,,20251213,,,,,,,,,2,7.8,14.3,290,320,20251205,20251205,290,3.8,2.1,159.4,52.87,,,,,,,-7.6,-13.1,20251227,.9,,,,,,,,,
