"Path","Modified","Size"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.3 북측호안 보강공\제2장 대책수립_2.1.3 북측호안 보강공_다.피복재 소요질량 검토.xlsx","2026-01-12 15:54:59","285246"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.3 북측호안 보강공\제2장 대책수립_2.1.3 북측호안 보강공_라.북측호안 보강 안정성검토.xlsx","2026-01-12 15:57:41","162302"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.2 동방파제 보강공\제2장 대책수립_2.1.2 동방파제 보강공.xls","2026-01-14 11:35:33","8822272"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.2 동방파제 보강공\제2장 대책수립_2.1.2 동방파제 보강공_나.쇄파대 검토.xlsx","2026-01-14 11:37:56","4697491"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.2 동방파제 보강공\제2장 대책수립_2.1.2 동방파제 보강공_다.외측 피복재 소요질량 검토.xlsx","2026-01-12 15:53:53","312544"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.2 동방파제 보강공\제2장 대책수립_2.1.2 동방파제 보강공_라.동방파제 보강 안정성검토.xlsx","2026-01-12 15:32:18","242987"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.2 동방파제 보강공\제2장 대책수립_2.1.2 동방파제 보강공_상치콘크리트 및 파라펫 전단철근 배치.xlsx","2026-01-12 15:33:05","84671"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.1 금음지구 이안제\제2장 대책수립_2.1.1 가. 이안제 마루높이 검토.xlsx","2026-01-14 11:17:14","5805120"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.1 금음지구 이안제\제2장 대책수립_2.1.1 나. 쇄파대 검토.xlsx","2026-01-12 15:00:24","4692536"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.1 금음지구 이안제\제2장 대책수립_2.1.1 다. 피복재 소요질량 검토.xlsx","2025-12-15 18:07:44","295019"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.1 금음지구 이안제\제2장 대책수립_2.1.1 라. 세굴방지공 검토.xlsx","2026-01-14 11:29:03","2647972"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제2장 대책수립\2.1.1 금음지구 이안제\제2장 대책수립_2.1.1 마. 이안제 안정성검토.xlsx","2025-12-15 18:07:44","198511"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제1장 피해원인 분석\제1장 피해원인 분석_1.1.1 설계고조위 검토.xlsx","2026-01-12 14:05:35","2023127"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제1장 피해원인 분석\제1장 피해원인 분석_1.1.2 금음지구 월파 피해구역 검토.xls","2026-01-14 10:48:06","4469248"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제1장 피해원인 분석\제1장 피해원인 분석_1.1.3 쇄파대 검토.xlsx","2026-01-12 14:10:08","4868568"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제1장 피해원인 분석\제1장 피해원인 분석_1.1.4 방파제 외측 피복재 소요질량 검토.xlsx","2026-01-12 14:22:44","316709"
"\10.성과품\03_실시설계 성과\02. 구조계산서(해안분야-통합)-0114\제1장 피해원인 분석\제1장 피해원인 분석_1.1.5 삼율지구 월파 피해구역 검토.xls","2025-12-17 18:54:42","6072832"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00 표지 및 세네카.hwp","2025-08-14 09:08:04","44032"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\09. 배수통관_삼율천.xlsx","2026-03-03 15:26:16","431813"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\10. 벤치플륨_삼율천.xlsx","2026-03-03 15:26:18","38456"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\후포지구 수정요청사항.txt","2026-03-09 13:38:39","598"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\후포지구 하천분야.egg","2026-01-21 10:36:43","849769958"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\제05장 상위 및 관련계획.hwp","2026-05-08 14:41:45","110574592"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\제06장 피해현황 및  피해원인분석.hwp","2026-05-08 14:44:27","461426688"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\제10장 실시설계(해안).hwp","2026-05-08 14:41:13","262685696"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제01장 수치모형실험 개요_완.hwp","2026-05-08 16:15:12","117223424"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제02장 파랑추산실험_완.hwp","2026-05-08 16:14:33","111225856"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제03장 파랑변형실험_완.hwp","2026-05-08 16:13:50","157786624"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제04장 항내정온도실험_완.hwp","2026-05-08 16:14:02","96535040"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제05장 폭풍해일실험-완.hwp","2026-05-08 16:14:04","13901824"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제06장 지진해일실험-완.hwp","2026-05-08 16:14:14","19089408"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제10장 수치파동수조실험-완.hwp","2026-05-08 16:14:11","3293696"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제11장 해수유동실험-완.hwp","2026-05-08 16:14:47","103846400"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제12장 퇴적물이동실험-완.hwp","2026-05-08 16:15:22","37437952"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제13장 부유사확산실험-완.hwp","2026-05-08 16:15:17","12719616"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제14장 해상작업일수산정실험-완.hwp","2026-05-08 16:14:52","29572608"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제7장 침수범람실험-완.hwp","2026-05-08 16:14:10","30834176"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제8장 해빈류실험_완.hwp","2026-05-08 16:13:28","6717440"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\제9장 지형변동실험_완.hwp","2026-05-08 16:15:24","4654592"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\수치개별보고서_합본.pdf","2026-05-08 16:43:56","117580184"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제01장 수치모형실험 개요_완.pdf","2026-05-08 16:38:59","61569"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제02장 파랑추산실험_완.pdf","2026-05-08 16:34:02","23797409"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제03장 파랑변형실험_완.pdf","2026-05-08 16:41:04","40617822"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제04장 항내정온도실험_완.pdf","2026-05-08 16:42:26","24169878"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제05장 폭풍해일실험-완.pdf","2026-05-08 16:21:07","2776127"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제06장 지진해일실험-완.pdf","2026-05-08 16:21:26","2187956"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제10장 수치파동수조실험-완.pdf","2026-05-08 16:21:39","987701"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제11장 해수유동실험-완.pdf","2026-05-08 16:22:53","8180547"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제12장 퇴적물이동실험-완.pdf","2026-05-08 16:30:22","2931870"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제13장 부유사확산실험-완.pdf","2026-05-08 16:30:55","889879"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제14장 해상작업일수산정실험-완.pdf","2026-05-08 16:24:09","1408069"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제7장 침수범람실험-완.pdf","2026-05-08 16:24:26","3115204"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제8장 해빈류실험_완.pdf","2026-05-08 16:24:49","3469707"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\07_수치개별보고서\PDF_(완)\제9장 지형변동실험_완.pdf","2026-05-08 16:25:12","3069357"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\00 부록.hwp","2026-05-08 15:28:36","53237760"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\목차.hwp","2026-05-08 15:57:32","102912"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제01장 서론.hwp","2026-05-08 14:40:05","45166080"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제02장 조사측량.hwp","2026-05-08 14:39:55","47697408"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제03장 토질조사.hwpx","2026-05-08 14:40:15","47793993"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제04장 해양조사.hwp","2026-05-08 14:40:17","11103744"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제07장 재해방지대책(해안).hwp","2026-05-08 15:57:31","136189952"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제08장 재해방지대책(하천).hwp","2026-05-08 16:12:05","183046656"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제09장 재해방지대책(사면).hwpx","2026-05-08 14:40:20","17311023"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제11장 실시설계(하천).hwp","2026-05-08 14:41:24","62582784"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제12장 실시설계(사면).hwpx","2026-05-08 14:42:52","2567776"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제13장 사업비_수정필요.hwp","2026-05-08 14:41:25","6787584"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\제14장 사업효과.hwp","2026-05-08 14:42:58","24300032"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\00 부록.pdf","2026-05-08 15:29:19","9927691"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\목차.pdf","2026-05-08 16:00:26","2503477"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제01장 서론.pdf","2026-05-08 15:09:56","3546429"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제02장 조사측량.pdf","2026-05-08 15:08:33","3401834"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제03장 토질조사.pdf","2026-05-08 15:09:11","10134162"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제04장 해양조사.pdf","2026-05-08 15:11:37","9012259"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제05장 상위 및 관련계획.pdf","2026-05-08 15:13:13","25885043"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제06장 피해현황 및  피해원인분석.pdf","2026-05-08 15:15:17","53564429"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제07장 재해방지대책(해안).pdf","2026-05-08 16:01:51","20849329"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제08장 재해방지대책(하천).pdf","2026-05-08 16:14:08","27682341"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제09장 재해방지대책(사면).pdf","2026-05-08 15:19:44","4722982"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제10장 실시설계(해안).pdf","2026-05-08 15:22:20","39650555"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제11장 실시설계(하천).pdf","2026-05-08 15:24:31","14797896"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제12장 실시설계(사면).pdf","2026-05-08 15:25:00","1109419"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제13장 사업비.pdf","2026-05-08 15:25:15","1871971"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\제14장 사업효과.pdf","2026-05-08 15:25:31","3598914"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF완료\후포지구 기본 및 실시설계 보고서 합본.pdf","2026-05-08 16:04:39","223022171"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\00 부록.pdf","2026-05-08 15:58:54","9927691"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\목차.pdf","2026-05-08 15:59:05","3525864"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제01장 서론.pdf","2026-05-08 15:59:19","1965983"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제02장 조사측량.pdf","2026-05-08 15:59:36","3401834"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제03장 토질조사.pdf","2026-05-08 15:35:01","10134162"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제04장 해양조사.pdf","2026-05-08 15:35:25","4612861"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제05장 상위 및 관련계획.pdf","2026-05-08 15:36:24","12476990"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제06장 피해현황 및  피해원인분석.pdf","2026-05-08 15:38:48","37860032"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제09장 재해방지대책(사면).pdf","2026-05-08 15:43:21","2984409"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제10장 실시설계(해안).pdf","2026-05-08 15:46:02","22789702"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제11장 실시설계(하천).pdf","2026-05-08 15:46:48","7932727"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제12장 실시설계(사면).pdf","2026-05-08 15:47:00","1173089"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제13장 사업비_수정필요.pdf","2026-05-08 15:47:05","744596"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.08_VE\01_기본및 실시설계보고서\PDF_변환\제14장 사업효과.pdf","2026-05-08 15:47:16","1902597"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\목차.hwp","2026-05-06 16:39:56","93184"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제01장 서론.hwp","2026-05-06 10:27:01","45166080"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제02장 조사측량.hwp","2026-05-06 10:27:11","47652864"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제03장 토질조사-0402 (2).hwpx","2026-05-06 10:53:08","47793854"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제04장 해양조사.hwp","2026-05-06 10:59:38","11103232"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제05장 상위 및 관련계획.hwp","2026-05-06 11:05:16","110328832"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제06장 피해현황 및  피해원인분석.hwp","2026-05-06 11:10:56","461684224"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제07장 재해방지대책(해안).hwp","2026-05-06 10:29:25","136079872"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제08장 재해방지대책(하천).hwp","2026-05-06 10:31:20","184885248"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제09장 재해방지대책(사면).hwpx","2026-05-06 10:26:46","17311288"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제10장 실시설계(해안)-260402 (1).hwp","2026-05-06 10:30:17","263240192"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제11장 실시설계(하천)_서식수정 .hwp","2026-05-06 15:46:43","180542464"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제12장 실시설계(사면).hwpx","2026-05-06 16:11:47","2568343"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제13장 사업비_수정필요.hwp","2026-05-06 16:16:23","6789120"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\2026.05.06_성과품 다운로드\제14장 사업효과.hwp","2026-05-06 10:26:52","24300032"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\공고문 1부 (1).hwpx","2026-03-10 10:27:32","795252"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\공고문 1부 (1).pdf","2026-03-10 10:28:25","478464"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\공고문 1부 (1)_1.jpg","2026-03-10 10:31:09","175799"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\제안서 평가위원(후보자) 모집 공고 1부.hwp","2026-03-10 10:29:14","146944"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\제안서 평가위원(후보자) 모집 공고 1부.pdf","2026-03-10 10:29:30","232360"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\02_특허기술 공고\10장_소파블록\제안서 평가위원(후보자) 모집 공고 1부_1.jpg","2026-03-10 10:31:44","186292"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\제10장 해일위험지구 실시설계_금음수정.hwp","2025-12-16 14:24:57","156761088"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\제13장 사업효과_금음수정.hwp","2025-12-17 17:34:09","32266752"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\제2장 조사측량.hwp","2025-09-01 17:41:18","33413120"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\제3장 토질조사.hwp","2025-08-11 17:06:25","13329920"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\제7장 해일위험지구 대책수립_금음수정.hwp","2025-12-18 09:39:41","79687168"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\01. 보고서(금음지구).zip","2025-12-16 14:23:58","744519993"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\@@목차(실시설계)_25.12.15(해안분야_금음지구).hwp","2025-12-16 14:24:51","48640"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\제10장 해일위험지구 실시설계(해안분야_금음지구).hwp","2025-12-16 14:24:57","156761088"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\제13장 사업효과(금음지구 수정).hwp","2025-12-16 14:24:58","22259200"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\제5장 상위 및 관련계획(해안분야_금음지구).hwp","2025-12-16 14:25:01","110565376"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\제6장 피해현황 및  피해원인분석(해안분야_금음지구).hwp","2025-12-16 14:25:21","414773760"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\금음지구\제7장 해일위험지구 대책수립(해안분야_금음지구).hwp","2025-12-16 14:25:24","79788032"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\@@목차(실시설계)_25.12.24(해안분야_통합).hwp","2025-12-24 16:58:36","88576"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제10장 해일위험지구 실시설계(해안분야_통합).hwp","2025-12-24 16:59:04","177806336"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제13장 사업효과(해안분야_통합).hwp","2025-12-24 16:59:08","24329216"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제2장 조사측량-수정.hwp","2025-12-24 16:59:17","47697408"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제3장 토질조사-수정.hwp","2025-12-24 16:59:19","14999552"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제5장 상위 및 관련계획(해안분야_금음지구).hwp","2025-12-24 16:59:37","110565376"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제6장 피해현황 및  피해원인분석(해안분야_통합).hwp","2025-12-24 17:00:42","423059968"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\해안\01. 보고서(해안분야-통합)\제7장 해일위험지구 대책수립(해안분야_통합).hwp","2025-12-24 17:01:04","136189440"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\하천\제8장 하천재해 대책수립.hwp","2025-12-16 17:34:09","201688064"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\사면\제11장 붕괴위험지구 실시설계.hwpx","2025-12-16 17:46:36","2567816"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\사면\제6장 피해현황 및  피해원인분석.hwp","2025-12-16 18:10:03","407352320"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\사면\제9장 사면재해 대책수립.hwpx","2025-12-16 18:03:19","17311235"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\01_분야별\사면\후초지구 실시설계 보고서_사면_20251215.zip","2025-12-16 14:30:34","22"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00_받은파일\##후포지구 설계자료(하천)_260309.zip","2026-03-09 13:42:46","784540884"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00_받은파일\##후포지구 설계자료(하천)_260309\5.시방서\0.1 표지 및 세네카.hwp","2026-03-09 13:53:22","65536"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00_받은파일\##후포지구 설계자료(하천)_260309\5.시방서\0.2 목차.hwp","2026-03-09 13:53:22","131072"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00_받은파일\##후포지구 설계자료(하천)_260309\5.시방서\제1편 공통공사.hwp","2026-03-09 13:53:22","111104"
"\10.성과품\03_실시설계 성과\01_기본 및 실시설계 보고서\00_받은파일\##후포지구 설계자료(하천)_260309\5.시방서\제2편 지반공사.hwp","2026-03-09 13:53:22","1720320"
